user_id,date,department,role,tool_used,prompt_category,prompts_used,task_type,tasks_completed,time_spent_minutes,estimated_time_saved_minutes,manual_time_estimate_minutes,cost_per_hour,ai_tool_cost,accuracy_score,task_complexity,output_quality_score,revision_count,error_rate,ai_adoption_level,automation_level,training_hours,experience_with_ai_months,data_sensitivity,security_review_required,compliance_flag,team,location,employment_type,salary_band,ai_generated_content_percent,cluster,user_segment
3182,2024-02-22,IT,Analyst,Claude,Research,30,Debugging,5,28,101,75,58,1.53,0.72,High,7,2,0.01,High,Semi-Automated,15,15,Confidential,Yes,Yes,HR Ops,Canada,Contract,High,90,2,High AI Users
1579,2025-05-08,Marketing,Manager,Gemini,Research,13,Debugging,3,39,193,164,33,3.88,0.73,Medium,8,1,0.09,High,Semi-Automated,25,18,Internal,No,No,Finance Ops,India,Full-time,High,76,2,High AI Users
2170,2025-07-13,Finance,Manager,Copilot,Coding,2,Report Generation,5,37,24,94,28,3.9,0.98,Medium,5,4,0.14,Low,Fully Automated,7,3,Public,No,Yes,Backend,Germany,Full-time,High,16,2,High AI Users
1489,2025-04-07,Marketing,Finance Analyst,Perplexity,Brainstorming,31,Documentation,9,64,102,240,53,2.52,0.66,High,9,2,0.03,Low,Semi-Automated,18,11,Internal,Yes,No,Sales Ops,India,Full-time,Medium,19,1,Moderate Users
3525,2025-06-06,IT,Support Agent,Claude,Documentation,10,Research,1,32,219,186,90,2.4,0.81,Medium,8,3,0.01,Low,Fully Automated,24,15,Internal,No,No,Finance Ops,Germany,Full-time,Medium,68,2,High AI Users
2182,2025-12-22,Marketing,HR Specialist,Perplexity,Data Analysis,27,Report Generation,2,21,235,222,48,4.92,0.65,Medium,5,2,0.01,Low,Manual,21,5,Confidential,Yes,Yes,Data,India,Intern,Medium,99,1,Moderate Users
1383,2024-11-19,Product,Developer,Gemini,Reporting,28,Research,5,15,235,123,92,4.43,0.86,High,5,4,0.24,High,Semi-Automated,13,35,Internal,Yes,No,IT Admin,Canada,Intern,High,99,2,High AI Users
1162,2025-06-07,Engineering,Finance Analyst,Claude,Research,33,Testing,3,31,163,249,70,2.68,0.9,High,6,1,0.26,Low,Semi-Automated,23,18,Public,Yes,No,IT Admin,India,Intern,Low,68,2,High AI Users
3488,2025-03-18,HR,Finance Analyst,Copilot,Brainstorming,13,Testing,8,96,81,290,20,3.54,0.97,High,7,2,0.03,High,Semi-Automated,22,31,Internal,Yes,No,Frontend,USA,Full-time,High,29,0,Low AI Users
2876,2024-09-07,Customer Support,Recruiter,Gemini,Documentation,18,Research,5,43,153,112,62,3.74,0.59,Medium,7,4,0.07,Medium,Fully Automated,31,26,Public,Yes,No,Frontend,USA,Full-time,High,33,1,Moderate Users
2212,2024-06-08,Operations,Recruiter,Gemini,Data Analysis,29,Debugging,7,11,150,198,76,0.6,0.81,Low,6,1,0.12,Medium,Manual,6,28,Confidential,No,Yes,Finance Ops,Canada,Contract,Medium,60,2,High AI Users
3462,2024-02-05,Marketing,Product Manager,Perplexity,Documentation,22,Testing,4,113,104,125,20,4.33,0.82,High,8,3,0.2,High,Fully Automated,9,21,Internal,No,Yes,Marketing Ops,Germany,Intern,Medium,37,0,Low AI Users
2362,2025-10-22,IT,Product Manager,Perplexity,Reporting,16,Coding,1,88,37,254,36,2.57,0.98,Medium,6,0,0.27,Low,Fully Automated,16,1,Public,Yes,Yes,IT Admin,Germany,Full-time,High,41,0,Low AI Users
2630,2024-07-16,Marketing,HR Specialist,Gemini,Data Analysis,5,Data Analysis,5,105,226,165,63,0.63,0.53,Medium,6,2,0.25,Low,Semi-Automated,34,31,Internal,No,No,Sales Ops,Germany,Full-time,Low,51,1,Moderate Users
2204,2025-03-25,Operations,Analyst,ChatGPT,Email Drafting,16,Debugging,9,70,191,35,63,2.67,0.81,Low,6,0,0.03,High,Fully Automated,12,35,Internal,Yes,Yes,Support,India,Contract,High,67,0,Low AI Users
1287,2025-01-12,Engineering,Analyst,Copilot,Content Writing,11,Debugging,5,17,83,113,53,3.68,0.82,High,9,0,0.18,Low,Fully Automated,24,31,Public,Yes,No,Marketing Ops,UK,Full-time,High,10,2,High AI Users
2857,2024-09-02,HR,Analyst,Copilot,Research,19,Debugging,8,81,155,224,59,1.27,0.75,Low,5,4,0.01,Low,Manual,33,7,Internal,Yes,Yes,Sales Ops,USA,Full-time,Low,29,0,Low AI Users
1186,2025-01-27,Finance,Support Agent,Copilot,Customer Support,37,Testing,7,89,213,197,57,0.93,0.54,High,8,3,0.14,High,Semi-Automated,10,5,Confidential,No,No,Backend,USA,Full-time,Medium,19,1,Moderate Users
2907,2024-07-22,Customer Support,Finance Analyst,Copilot,Data Analysis,7,Report Generation,6,79,173,259,47,1.11,0.96,High,5,4,0.25,High,Fully Automated,19,13,Public,Yes,Yes,Sales Ops,USA,Intern,High,84,0,Low AI Users
2161,2024-02-13,HR,Support Agent,Copilot,Reporting,12,Coding,5,51,213,181,66,4.63,0.63,Low,8,0,0.2,Medium,Fully Automated,8,3,Internal,Yes,Yes,Support,Canada,Intern,High,61,1,Moderate Users
1129,2024-11-10,IT,HR Specialist,Gemini,Brainstorming,8,Data Analysis,6,97,150,284,81,4.81,0.66,Low,6,3,0.07,High,Manual,16,28,Internal,No,Yes,Backend,UK,Intern,Low,50,1,Moderate Users
3241,2025-02-11,Sales,Developer,ChatGPT,Reporting,9,Documentation,4,26,117,272,99,3.3,0.91,Low,6,0,0.05,High,Fully Automated,16,6,Internal,Yes,Yes,HR Ops,Canada,Full-time,High,79,2,High AI Users
3363,2024-07-24,IT,Developer,Gemini,Documentation,12,Documentation,3,42,49,292,34,3.48,0.9,Medium,7,4,0.14,Low,Manual,6,22,Internal,No,No,HR Ops,India,Intern,Medium,38,2,High AI Users
4856,2024-08-28,HR,HR Specialist,Gemini,Documentation,4,Report Generation,2,15,198,283,65,3.63,0.54,High,8,4,0.05,Medium,Semi-Automated,32,15,Public,No,No,Marketing Ops,USA,Full-time,Medium,91,1,Moderate Users
2887,2024-02-10,HR,Analyst,Gemini,Customer Support,36,Research,8,28,152,271,90,2.16,0.97,Medium,9,3,0.08,Low,Manual,3,9,Internal,No,Yes,IT Admin,Australia,Full-time,High,79,2,High AI Users
1143,2025-08-10,Sales,Product Manager,ChatGPT,Brainstorming,6,Data Analysis,4,106,7,204,90,1.75,0.79,Medium,5,2,0.1,High,Manual,22,14,Confidential,Yes,Yes,Data,Germany,Intern,High,49,0,Low AI Users
1015,2025-12-14,Marketing,Developer,ChatGPT,Reporting,19,Debugging,9,17,219,124,55,1.28,0.6,Low,5,4,0.22,Medium,Semi-Automated,7,3,Public,No,Yes,Backend,Germany,Contract,Low,98,1,Moderate Users
4373,2024-12-28,Finance,Sales Executive,ChatGPT,Documentation,9,Testing,9,92,5,209,69,1.83,0.57,High,7,3,0.11,Medium,Fully Automated,25,34,Public,Yes,Yes,HR Ops,UK,Contract,Medium,14,1,Moderate Users
3470,2024-04-04,IT,Finance Analyst,ChatGPT,Coding,3,Debugging,3,46,125,135,49,1.42,0.74,Low,6,0,0.01,Low,Semi-Automated,22,3,Internal,Yes,Yes,Sales Ops,India,Contract,Low,34,2,High AI Users
1244,2025-06-23,Product,Recruiter,Claude,Email Drafting,15,Coding,2,33,112,261,88,3.39,0.64,Medium,6,4,0.23,High,Fully Automated,11,4,Public,No,No,IT Admin,Australia,Full-time,Medium,11,1,Moderate Users
1926,2024-05-23,Product,HR Specialist,Gemini,Documentation,3,Documentation,2,118,178,261,40,1.92,0.56,Medium,6,4,0.14,Low,Manual,37,33,Public,Yes,No,Marketing Ops,USA,Intern,High,15,1,Moderate Users
4178,2024-02-28,Product,HR Specialist,ChatGPT,Email Drafting,9,Debugging,7,18,98,174,52,4.49,0.75,High,8,0,0.18,Low,Semi-Automated,34,15,Public,No,No,Frontend,Germany,Full-time,High,63,2,High AI Users
4159,2025-10-02,Product,Finance Analyst,Copilot,Documentation,2,Testing,8,27,208,133,79,1.89,0.76,Medium,9,0,0.29,Medium,Semi-Automated,1,32,Confidential,No,No,Sales Ops,Germany,Full-time,Medium,17,2,High AI Users
3176,2025-05-23,Operations,Manager,Perplexity,Documentation,17,Testing,1,72,145,197,21,4.25,0.74,Medium,9,3,0.2,Medium,Semi-Automated,10,33,Public,No,No,Marketing Ops,Australia,Intern,Medium,49,0,Low AI Users
1906,2025-05-27,Customer Support,Manager,Claude,Data Analysis,24,Report Generation,1,99,176,104,94,2.67,0.65,Medium,8,2,0.1,Medium,Semi-Automated,21,18,Public,No,No,IT Admin,India,Contract,Low,70,1,Moderate Users
1886,2024-01-22,Finance,Finance Analyst,Perplexity,Reporting,27,Data Analysis,9,45,65,213,38,4.2,0.98,High,5,0,0.16,Low,Semi-Automated,28,11,Public,No,No,Support,Australia,Contract,Medium,81,2,High AI Users
1340,2024-07-22,Operations,Finance Analyst,Perplexity,Brainstorming,31,Report Generation,5,34,237,269,77,1.66,0.74,High,5,0,0.13,Medium,Semi-Automated,9,11,Public,Yes,Yes,Finance Ops,India,Intern,High,90,2,High AI Users
3051,2025-11-29,HR,HR Specialist,Gemini,Data Analysis,36,Email Writing,7,47,190,44,94,2.07,0.84,Medium,9,0,0.19,Low,Fully Automated,3,35,Internal,No,No,IT Admin,USA,Full-time,Medium,71,2,High AI Users
4398,2025-04-15,Finance,HR Specialist,Claude,Coding,14,Research,7,77,199,81,37,4.41,0.61,High,8,4,0.26,Low,Semi-Automated,3,12,Confidential,Yes,No,Frontend,India,Full-time,High,18,1,Moderate Users
2433,2024-10-10,HR,Sales Executive,Claude,Coding,22,Documentation,8,95,204,200,85,4.96,0.72,Low,8,2,0.07,Medium,Fully Automated,13,21,Public,Yes,Yes,Sales Ops,USA,Intern,Medium,97,0,Low AI Users
4950,2025-01-06,Finance,Developer,Copilot,Content Writing,19,Report Generation,2,20,32,219,97,3.53,0.75,Low,9,4,0.11,Low,Semi-Automated,18,27,Internal,Yes,Yes,IT Admin,Australia,Intern,Low,31,2,High AI Users
1305,2025-05-12,Engineering,Support Agent,Perplexity,Data Analysis,10,Email Writing,2,41,41,117,87,1.2,0.65,Low,5,4,0.3,Low,Fully Automated,2,15,Confidential,No,No,Marketing Ops,Germany,Intern,Medium,66,1,Moderate Users
1907,2024-11-27,Engineering,HR Specialist,Gemini,Email Drafting,8,Documentation,3,22,174,180,43,1.64,0.82,High,6,0,0.24,Low,Semi-Automated,9,9,Confidential,No,Yes,Finance Ops,India,Intern,High,23,2,High AI Users
3654,2024-01-27,Operations,Product Manager,Gemini,Research,30,Testing,1,18,161,217,67,1.48,0.63,High,5,1,0.18,Medium,Manual,18,11,Public,No,Yes,Backend,USA,Intern,High,21,1,Moderate Users
4792,2024-05-08,Product,Developer,Copilot,Customer Support,31,Testing,7,55,203,68,52,1.59,0.59,High,6,1,0.13,Low,Manual,23,9,Public,Yes,Yes,Sales Ops,India,Full-time,High,63,1,Moderate Users
4296,2025-01-14,Sales,Developer,Perplexity,Brainstorming,1,Testing,3,50,199,143,38,2.92,0.94,Low,7,1,0.23,Low,Manual,10,32,Internal,Yes,Yes,Finance Ops,India,Intern,Low,26,2,High AI Users
2371,2025-05-21,Customer Support,Support Agent,Gemini,Documentation,36,Documentation,5,26,91,275,73,1.19,1.0,Medium,9,1,0.06,Low,Fully Automated,2,5,Confidential,Yes,Yes,Sales Ops,Canada,Intern,High,62,2,High AI Users
4039,2024-04-04,Finance,Developer,ChatGPT,Coding,10,Debugging,3,105,20,211,48,4.05,0.95,High,7,1,0.27,Medium,Manual,15,6,Public,No,No,Data,Australia,Intern,Low,51,0,Low AI Users
1320,2025-07-31,Marketing,Developer,Claude,Documentation,38,Documentation,3,109,42,90,22,2.57,0.87,High,9,4,0.17,High,Fully Automated,35,29,Internal,No,No,Backend,Canada,Intern,Medium,41,0,Low AI Users
1558,2024-06-25,Finance,Sales Executive,Perplexity,Data Analysis,29,Email Writing,1,43,195,73,73,4.1,0.62,Low,8,4,0.05,Low,Fully Automated,12,33,Internal,Yes,No,Data,Australia,Contract,Low,86,1,Moderate Users
2204,2025-04-17,Marketing,Developer,Gemini,Email Drafting,11,Research,8,27,143,122,95,1.28,0.55,Medium,9,4,0.05,Medium,Manual,3,6,Internal,No,Yes,Sales Ops,Australia,Intern,Medium,61,1,Moderate Users
3665,2025-04-30,IT,Manager,Copilot,Brainstorming,14,Coding,8,84,163,107,30,2.8,0.93,Medium,8,3,0.26,High,Manual,14,22,Confidential,Yes,No,IT Admin,Canada,Contract,Low,31,0,Low AI Users
3758,2024-10-01,Engineering,Analyst,Perplexity,Reporting,13,Email Writing,8,46,161,293,99,0.85,0.51,Medium,8,1,0.23,High,Semi-Automated,36,23,Confidential,No,No,IT Admin,India,Full-time,High,14,1,Moderate Users
2409,2025-10-29,HR,Product Manager,Gemini,Documentation,17,Debugging,1,48,71,202,97,1.22,0.72,Low,5,4,0.06,Low,Semi-Automated,27,2,Confidential,Yes,No,Backend,India,Intern,Low,34,1,Moderate Users
2641,2025-02-26,Engineering,Data Scientist,Copilot,Email Drafting,15,Documentation,9,54,168,238,71,4.07,0.52,High,8,0,0.19,Medium,Semi-Automated,13,5,Public,No,Yes,Sales Ops,India,Intern,Medium,11,1,Moderate Users
4863,2025-06-14,Finance,Recruiter,Claude,Coding,24,Email Writing,2,103,111,71,28,4.37,0.5,Low,5,1,0.14,High,Manual,36,11,Internal,No,Yes,HR Ops,UK,Full-time,Medium,62,1,Moderate Users
4843,2024-11-15,Sales,Product Manager,Perplexity,Brainstorming,28,Data Analysis,3,75,29,48,56,1.65,0.78,Low,7,2,0.29,Low,Manual,5,11,Internal,Yes,Yes,Support,Germany,Full-time,Low,34,0,Low AI Users
2131,2024-02-27,Operations,Analyst,Claude,Brainstorming,19,Email Writing,8,80,173,65,49,2.68,0.68,Medium,7,2,0.26,Low,Semi-Automated,12,32,Confidential,No,No,HR Ops,Germany,Contract,Low,83,1,Moderate Users
3578,2024-09-29,Finance,Data Scientist,Gemini,Reporting,9,Data Analysis,3,61,106,45,85,3.65,0.86,High,5,1,0.26,Low,Manual,3,27,Confidential,No,Yes,Backend,Canada,Contract,Low,59,2,High AI Users
3457,2024-07-16,Customer Support,Support Agent,Copilot,Documentation,3,Research,8,107,3,85,76,0.71,0.9,High,9,3,0.07,High,Semi-Automated,17,33,Public,No,No,Frontend,UK,Contract,High,68,0,Low AI Users
4367,2024-03-19,Customer Support,Manager,ChatGPT,Content Writing,19,Coding,9,72,117,149,33,3.83,0.97,High,9,3,0.28,Medium,Semi-Automated,20,13,Confidential,Yes,Yes,Support,UK,Full-time,Medium,96,0,Low AI Users
1817,2024-02-10,Finance,Sales Executive,Claude,Research,32,Coding,9,14,201,224,96,1.11,0.82,Medium,5,1,0.27,Medium,Manual,0,27,Confidential,Yes,Yes,Sales Ops,India,Contract,Low,39,2,High AI Users
2194,2024-09-01,Engineering,Data Scientist,Gemini,Email Drafting,3,Email Writing,4,43,230,250,38,0.63,0.9,Medium,7,4,0.21,Medium,Fully Automated,31,13,Confidential,No,No,Support,Canada,Intern,High,67,2,High AI Users
4402,2024-01-23,IT,Finance Analyst,Copilot,Data Analysis,21,Research,5,8,232,125,61,3.4,0.57,Medium,5,1,0.29,Medium,Manual,1,6,Public,Yes,No,HR Ops,India,Intern,Medium,18,1,Moderate Users
3540,2025-12-09,Marketing,HR Specialist,ChatGPT,Customer Support,30,Data Analysis,4,29,123,160,89,3.28,0.72,Low,8,4,0.09,High,Manual,33,28,Public,No,No,Support,Australia,Full-time,High,41,2,High AI Users
4266,2024-08-23,Customer Support,Finance Analyst,Claude,Email Drafting,37,Debugging,4,28,222,252,62,2.81,0.69,Medium,8,3,0.29,Low,Semi-Automated,8,35,Public,Yes,No,Backend,Germany,Intern,High,16,2,High AI Users
1011,2024-05-05,HR,Analyst,Claude,Customer Support,10,Research,8,57,208,94,79,3.23,0.83,High,6,1,0.05,High,Semi-Automated,33,35,Public,Yes,Yes,Data,USA,Full-time,High,74,2,High AI Users
1194,2024-05-19,Operations,Recruiter,Perplexity,Coding,20,Debugging,3,19,21,78,81,3.92,0.68,Medium,6,4,0.08,Low,Fully Automated,1,6,Confidential,Yes,No,Support,Germany,Intern,Medium,99,2,High AI Users
3537,2025-01-28,Finance,Finance Analyst,Gemini,Data Analysis,31,Email Writing,2,35,22,58,62,4.36,0.68,Low,9,2,0.07,High,Fully Automated,29,1,Public,Yes,No,HR Ops,India,Intern,Low,11,1,Moderate Users
3842,2024-05-06,Operations,Data Scientist,Claude,Customer Support,39,Report Generation,5,68,178,111,38,2.94,0.57,Low,6,3,0.15,High,Semi-Automated,1,8,Public,No,No,Data,Australia,Full-time,Low,17,1,Moderate Users
3928,2024-04-23,Finance,Support Agent,ChatGPT,Content Writing,19,Documentation,4,88,184,278,65,4.97,0.93,High,8,2,0.25,Low,Fully Automated,12,11,Confidential,Yes,Yes,Marketing Ops,Germany,Contract,High,55,0,Low AI Users
3229,2025-06-08,IT,Product Manager,Perplexity,Data Analysis,39,Documentation,4,54,219,107,86,3.31,0.94,High,6,0,0.04,High,Fully Automated,11,35,Public,No,No,Frontend,Australia,Contract,Medium,79,2,High AI Users
4009,2024-08-15,Product,Sales Executive,Gemini,Email Drafting,27,Debugging,6,91,105,241,23,2.5,0.82,Low,9,1,0.09,High,Semi-Automated,6,7,Public,Yes,No,Backend,Canada,Full-time,High,72,0,Low AI Users
4888,2025-06-04,Engineering,HR Specialist,Claude,Brainstorming,2,Documentation,8,65,9,210,31,2.85,0.98,High,9,1,0.24,Medium,Fully Automated,20,33,Public,No,No,Finance Ops,Canada,Full-time,Medium,13,0,Low AI Users
1655,2024-05-25,IT,Manager,Copilot,Documentation,16,Research,1,7,136,199,37,2.54,0.57,High,8,1,0.29,Medium,Manual,3,9,Confidential,Yes,No,HR Ops,Australia,Contract,High,30,1,Moderate Users
2921,2024-06-11,Marketing,Manager,Claude,Coding,6,Email Writing,4,38,132,166,94,0.71,0.71,High,9,3,0.21,Medium,Manual,22,20,Confidential,No,No,Backend,UK,Intern,High,86,2,High AI Users
4387,2025-12-28,Finance,Manager,Copilot,Reporting,11,Documentation,8,86,45,151,77,1.67,0.81,Low,6,4,0.01,High,Semi-Automated,12,24,Confidential,No,Yes,Finance Ops,Canada,Full-time,Low,13,0,Low AI Users
3741,2024-06-17,Operations,Developer,Claude,Documentation,24,Email Writing,1,85,184,287,48,2.47,0.83,Medium,6,2,0.27,Medium,Manual,25,6,Confidential,Yes,Yes,HR Ops,Canada,Intern,High,24,0,Low AI Users
3077,2025-06-21,Engineering,Finance Analyst,Perplexity,Content Writing,13,Testing,5,8,185,109,49,1.24,0.56,Low,7,3,0.18,Low,Fully Automated,31,12,Public,No,No,HR Ops,Germany,Full-time,Low,29,1,Moderate Users
2619,2024-05-04,Customer Support,HR Specialist,ChatGPT,Data Analysis,22,Documentation,8,63,123,169,97,1.82,0.59,Medium,7,1,0.27,Medium,Semi-Automated,27,9,Public,No,No,IT Admin,India,Full-time,Low,49,1,Moderate Users
4749,2024-10-26,Product,HR Specialist,ChatGPT,Customer Support,35,Debugging,9,111,220,37,69,2.96,0.63,High,8,1,0.25,High,Semi-Automated,38,18,Confidential,No,Yes,Finance Ops,India,Intern,Medium,37,1,Moderate Users
4867,2024-09-06,Engineering,Product Manager,Claude,Documentation,15,Data Analysis,2,39,76,228,50,4.77,0.56,High,6,3,0.24,Low,Fully Automated,24,18,Confidential,No,Yes,Backend,UK,Intern,High,98,1,Moderate Users
4864,2025-06-05,Sales,Manager,ChatGPT,Documentation,4,Debugging,8,11,31,201,25,4.37,0.75,Medium,5,4,0.29,Low,Semi-Automated,24,8,Internal,No,Yes,Marketing Ops,India,Intern,High,55,2,High AI Users
2119,2024-04-14,Marketing,Finance Analyst,Gemini,Reporting,14,Debugging,8,50,122,162,66,4.58,0.56,Medium,7,4,0.28,High,Semi-Automated,20,30,Confidential,Yes,No,Finance Ops,Germany,Intern,Medium,11,1,Moderate Users
4452,2025-09-09,Finance,Product Manager,ChatGPT,Brainstorming,14,Report Generation,1,36,141,273,67,2.9,0.72,Medium,9,3,0.26,Low,Fully Automated,7,27,Confidential,No,No,Frontend,USA,Full-time,Medium,99,2,High AI Users
1777,2025-05-27,Marketing,Product Manager,Claude,Reporting,8,Documentation,9,24,128,75,66,3.29,0.8,Low,9,2,0.26,Low,Semi-Automated,38,31,Public,Yes,No,Sales Ops,Germany,Intern,Low,96,2,High AI Users
1443,2025-11-24,IT,Finance Analyst,Copilot,Coding,31,Coding,4,60,63,212,84,1.96,0.7,Low,5,3,0.22,High,Fully Automated,24,9,Confidential,No,No,Frontend,Canada,Full-time,High,20,1,Moderate Users
1297,2025-05-20,IT,Product Manager,ChatGPT,Content Writing,14,Data Analysis,1,85,190,36,46,1.06,0.52,Medium,5,4,0.13,High,Manual,11,11,Internal,No,Yes,Finance Ops,India,Intern,Medium,15,1,Moderate Users
1807,2024-10-28,Finance,Data Scientist,ChatGPT,Customer Support,10,Testing,4,95,81,45,46,3.24,0.88,High,9,3,0.21,Medium,Manual,23,27,Public,No,Yes,Frontend,Germany,Intern,High,59,0,Low AI Users
2760,2025-10-14,Finance,Recruiter,Claude,Coding,11,Report Generation,1,73,34,167,51,2.26,0.88,High,6,4,0.25,High,Manual,1,9,Confidential,Yes,Yes,Sales Ops,Australia,Full-time,Low,18,0,Low AI Users
1844,2024-08-17,Sales,Recruiter,Copilot,Research,1,Documentation,9,81,37,139,96,4.44,0.94,Medium,5,3,0.02,Low,Semi-Automated,7,2,Confidential,Yes,Yes,Finance Ops,India,Intern,High,99,0,Low AI Users
2015,2024-03-04,Engineering,Data Scientist,Gemini,Brainstorming,22,Debugging,5,29,232,258,57,4.66,0.75,Low,7,4,0.24,High,Fully Automated,10,21,Internal,No,Yes,Data,Canada,Intern,Medium,43,2,High AI Users
2384,2025-08-12,HR,Developer,Claude,Email Drafting,6,Documentation,7,101,212,50,66,1.73,0.54,Low,6,0,0.01,Medium,Semi-Automated,14,29,Public,No,No,IT Admin,USA,Full-time,Medium,93,1,Moderate Users
2397,2024-08-19,Sales,Analyst,Gemini,Brainstorming,31,Email Writing,4,88,49,193,65,4.76,0.94,High,6,2,0.21,Low,Manual,0,16,Confidential,No,Yes,Sales Ops,Canada,Contract,Low,50,0,Low AI Users
1553,2025-08-21,Customer Support,Finance Analyst,Claude,Email Drafting,18,Data Analysis,3,90,65,230,88,4.42,0.85,Medium,6,0,0.06,Low,Manual,23,22,Confidential,Yes,Yes,HR Ops,India,Full-time,Medium,94,0,Low AI Users
3350,2024-07-01,Customer Support,Analyst,Perplexity,Reporting,31,Debugging,6,37,70,189,37,2.18,0.84,Medium,7,0,0.08,High,Semi-Automated,18,7,Public,Yes,No,Finance Ops,Australia,Contract,High,94,2,High AI Users
1420,2024-11-14,Customer Support,Recruiter,Copilot,Data Analysis,37,Research,9,22,81,257,77,4.68,0.53,Medium,9,0,0.06,Low,Fully Automated,38,4,Confidential,Yes,Yes,Sales Ops,India,Full-time,Medium,86,1,Moderate Users
2269,2025-10-19,Customer Support,Manager,Copilot,Coding,30,Documentation,1,28,229,55,33,4.72,0.58,Medium,8,1,0.19,High,Manual,37,21,Public,No,Yes,IT Admin,UK,Contract,High,77,1,Moderate Users
4791,2024-04-01,Sales,Analyst,Copilot,Data Analysis,20,Report Generation,6,75,152,82,47,3.6,0.84,High,5,2,0.05,High,Fully Automated,12,16,Confidential,No,Yes,Finance Ops,Canada,Intern,High,56,0,Low AI Users
2260,2025-09-26,IT,Recruiter,ChatGPT,Coding,7,Data Analysis,2,102,150,155,45,1.92,0.99,High,9,2,0.03,Medium,Manual,33,3,Public,No,Yes,HR Ops,USA,Full-time,High,13,0,Low AI Users
4605,2024-03-04,Sales,Analyst,ChatGPT,Coding,24,Data Analysis,6,114,171,74,94,3.58,0.61,High,6,4,0.07,High,Semi-Automated,18,19,Public,No,No,HR Ops,Germany,Intern,High,48,1,Moderate Users
1184,2024-08-06,Operations,Finance Analyst,ChatGPT,Brainstorming,30,Documentation,1,74,39,56,93,1.48,0.58,High,6,3,0.2,Medium,Semi-Automated,26,8,Public,No,Yes,Frontend,India,Full-time,High,78,1,Moderate Users
1467,2025-12-04,Engineering,Manager,Perplexity,Customer Support,37,Coding,5,108,12,185,90,2.24,0.61,Medium,6,2,0.07,Medium,Semi-Automated,17,17,Public,No,No,HR Ops,USA,Intern,High,81,1,Moderate Users
3801,2025-09-10,Engineering,Support Agent,ChatGPT,Data Analysis,20,Coding,2,117,122,274,92,2.14,0.69,Low,9,2,0.24,High,Semi-Automated,35,15,Public,Yes,No,Data,UK,Full-time,High,41,0,Low AI Users
3410,2024-09-03,Operations,Product Manager,Copilot,Documentation,10,Coding,8,105,175,53,55,2.42,0.83,Medium,5,1,0.16,Low,Semi-Automated,32,14,Internal,No,No,IT Admin,Canada,Full-time,High,38,0,Low AI Users
2306,2025-04-17,Engineering,Support Agent,Gemini,Data Analysis,9,Research,3,114,189,245,61,0.72,0.66,Medium,7,3,0.04,High,Fully Automated,37,24,Confidential,No,Yes,HR Ops,Australia,Intern,High,81,0,Low AI Users
2576,2024-02-26,Engineering,Product Manager,Perplexity,Content Writing,17,Documentation,5,70,40,258,31,0.98,0.92,Medium,6,0,0.17,Low,Semi-Automated,27,33,Public,No,No,Backend,Canada,Intern,Medium,58,0,Low AI Users
1335,2024-02-14,Operations,Data Scientist,Copilot,Email Drafting,34,Coding,4,45,158,41,44,3.95,0.74,Low,9,0,0.08,High,Fully Automated,36,21,Confidential,Yes,No,IT Admin,India,Contract,Medium,91,2,High AI Users
3209,2024-03-26,Product,Finance Analyst,Copilot,Content Writing,17,Coding,4,40,97,168,55,1.47,0.73,Medium,6,3,0.2,Medium,Manual,16,32,Internal,No,No,Frontend,Germany,Contract,Medium,88,2,High AI Users
4231,2024-02-07,IT,Finance Analyst,Claude,Research,20,Testing,7,96,32,35,32,1.31,0.53,High,5,4,0.19,Low,Fully Automated,29,33,Internal,No,Yes,Support,USA,Intern,Low,23,1,Moderate Users
2497,2024-06-30,Operations,Sales Executive,ChatGPT,Email Drafting,39,Coding,5,69,178,295,85,2.04,0.96,Medium,6,2,0.16,Medium,Fully Automated,16,29,Internal,Yes,Yes,Data,India,Full-time,High,60,0,Low AI Users
4672,2024-06-12,Engineering,Developer,Perplexity,Coding,16,Coding,4,8,65,57,77,4.54,0.94,High,6,2,0.15,Medium,Manual,33,4,Internal,Yes,Yes,Marketing Ops,India,Contract,Medium,81,2,High AI Users
4393,2024-05-05,Customer Support,Developer,ChatGPT,Documentation,37,Email Writing,9,16,97,255,28,4.92,0.66,Low,5,0,0.05,Low,Fully Automated,13,33,Internal,No,Yes,HR Ops,Canada,Intern,High,72,2,High AI Users
3059,2024-07-25,Marketing,Manager,Copilot,Customer Support,33,Coding,2,29,21,209,34,2.61,0.94,Low,8,4,0.01,High,Semi-Automated,7,17,Public,No,Yes,Data,Germany,Intern,Medium,35,2,High AI Users
2447,2024-09-23,Customer Support,Recruiter,Gemini,Brainstorming,5,Email Writing,3,23,118,219,98,0.73,0.98,Medium,9,4,0.15,High,Manual,27,35,Internal,No,Yes,HR Ops,Canada,Intern,High,13,2,High AI Users
4144,2024-12-19,Sales,Sales Executive,Claude,Coding,27,Coding,6,23,198,89,41,4.86,0.93,High,9,1,0.03,Medium,Semi-Automated,4,8,Confidential,Yes,No,Data,USA,Contract,High,62,2,High AI Users
1587,2025-02-14,Engineering,Finance Analyst,ChatGPT,Content Writing,15,Report Generation,4,53,170,92,88,3.55,0.58,High,9,0,0.12,Low,Semi-Automated,30,5,Confidential,Yes,No,Sales Ops,UK,Intern,Medium,38,1,Moderate Users
